Hydro - Operating Characteristics,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,Installed Capacity (MW),,,,,,,,,,,,,,,,,
,,,,CAISO_Hydro,NW_Hydro,SW_Hydro,LDWP_Hydro,IID_Hydro,BANC_Hydro,,,,,,,,,,,,
,,,,7843.848,34379.2,3990.672,1938.8799999999999,84.50000000000001,2742.3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,Hydro Resource,Ramp Duration (hr.),Ramp Limit (MW),,,,,,,,,,,,,,,
,,,,CAISO_Hydro,1.0,967.2400000000007,,,,,,,,,,,,,,,
,,,,CAISO_Hydro,2.0,1369.8999999999999,,,,,,,,,,,,,,,
,,,,CAISO_Hydro,3.0,1546.5100000000002,,,,,,,,,,,,,,,
,,,,CAISO_Hydro,4.0,1691.4909864,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,Hydro Daily Budgets (MWh),,,,,,Hydro Minimum Generation (MW),,,,,,Hydro Maximum Generation (MW),,,,,
,Day,Month,Hydro Year,CAISO_Hydro,NW_Hydro,SW_Hydro,LDWP_Hydro,IID_Hydro,BANC_Hydro,CAISO_Hydro,NW_Hydro,SW_Hydro,LDWP_Hydro,IID_Hydro,BANC_Hydro,CAISO_Hydro,NW_Hydro,SW_Hydro,LDWP_Hydro,IID_Hydro,BANC_Hydro
,1.0,1.0,2011.0,72219.86612287482,447575.43590322585,20291.001674406456,2347.490555612903,678.8442580645162,20232.17461290323,2454.220827406658,9433.726175110993,404.30946251630525,47.47328043080317,13.412714361632242,332.821568540264,4203.137251831655,25390.527301645183,2350.557678260356,928.8139796137361,45.28201698164224,1463.407208447697
,2.0,1.0,2009.0,26936.10517419355,402238.1943870968,21761.598467858064,1064.2169130322582,276.51025806451605,4705.819774193548,456.37999999999994,7795.742983919896,429.20966766799074,44.34237137634409,8.191366106917046,196.07582392473117,2745.3879999999995,24065.790703436494,2423.262664392633,928.8139796137361,26.301896968889505,905.9828257600482
,3.0,2.0,2011.0,51958.28544338355,502614.04567857145,22892.310182671426,2550.980731142857,548.3799642857142,14918.002142857144,1227.110413703329,11891.380257805602,450.4445549777917,47.47328043080317,10.996802191216583,251.47876903952482,3768.2417986992486,26829.09151898897,2478.58357255161,928.8139796137361,39.03613803454883,1161.9296187578907
,4.0,3.0,2011.0,64117.51312949477,494599.9639677419,26692.006576267744,3282.6274565161293,808.5220322580645,27549.940580645165,1687.080919989315,11497.184266804208,526.5897591492151,47.47328043080317,16.3398087386376,489.56433111255893,3994.7008724925195,26629.72127367446,2640.053070388462,928.8139796137361,50.398050279132505,1768.8629846416354
,5.0,3.0,2008.0,46001.5947516129,326130.7003548386,23938.068597925805,511.9325434838709,503.3227741935484,9319.705741935484,1138.91,5660.022574989616,469.0741864226329,21.330522645161288,10.267837688735293,210.1955497144604,3138.728000000001,21464.135534132252,2522.8897727578105,928.8139796137361,36.52703377659057,905.9828257600482
,6.0,4.0,2011.0,82739.49537275726,500559.1252333333,28719.87039026667,3479.127237333333,986.6264666666666,30764.541366666665,2173.6936702509797,11789.032678080743,572.8973707448399,47.47328043080317,21.42852335236831,580.0074278668783,4760.273589087763,26778.274953391952,2717.978666487035,928.8139796137361,56.22427384270646,1878.056264501621
,7.0,4.0,2008.0,42712.20458,321197.95410000003,25640.060891933335,3037.073304,979.2876666666667,17823.49956666667,1002.3900000000002,5543.788101713371,503.18883339399963,47.47328043080317,21.190467888394064,293.12019392640883,2928.398,21275.093688644207,2595.531722404727,928.8139796137361,56.00577747948254,1337.9936372203763
,8.0,4.0,2008.0,47437.05458,321197.95410000003,25640.060891933335,3037.073304,979.2876666666667,17823.49956666667,1008.7599999999999,5543.788101713371,503.18883339399963,47.47328043080317,21.190467888394064,293.12019392640883,3078.0780000000004,21275.093688644207,2595.531722404727,928.8139796137361,56.00577747948254,1337.9936372203763
,9.0,5.0,2009.0,78155.04123549678,469498.4001290322,20283.810695474192,2564.0139744516127,936.8196774193548,24226.66464516129,2708.2669412,10345.081516238846,402.84769225007534,47.47328043080317,19.86391530534738,410.8629702522002,4330.20888,25983.675641066562,2345.9876739118326,928.8139796137361,54.70831538413999,1641.6782227413887
,10.0,5.0,2011.0,84723.3071438338,515746.35551612906,29394.083550800002,3506.57844748387,1060.5751935483872,33198.878709677425,2882.0639218396195,12566.763351638783,589.8034717912512,47.47328043080317,23.98169793029946,659.4578175644937,4726.57898641264,27149.0173384548,2743.5958649739223,928.8139796137361,58.339421831824566,1953.4028703767508
